time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-03 00:00:00+00:00,40.0,10.0,92,2
2023-04-04 00:00:00+00:00,12.0,5.0,21,1
2023-04-05 00:00:00+00:00,10.0,5.0,19,1
2023-04-06 00:00:00+00:00,9.0,5.0,56,1
2023-04-07 00:00:00+00:00,9.0,8.0,170,1
2023-04-08 00:00:00+00:00,,,36,1
