url_path,views_total,views_unique
/HowHowTech/OralMotorExercises,38,2
/HowHowTech/OralMotorExercises/upload/main,24,1
/HowHowTech/OralMotorExercises/upload,22,1
/HowHowTech/OralMotorExercises/graphs/traffic,2,1
/HowHowTech/OralMotorExercises/branches,1,1
/HowHowTech/OralMotorExercises/find/main,1,1
/HowHowTech/OralMotorExercises/pulse,1,1
